Date;Heure début;Heure fin;Centre de charge;Equipe;Code motif d'arrêt;Libellé motif;Durée (mn)
05/01/2026;06:54;07:34;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
05/01/2026;07:57;08:36;LC-03 Conditionnement;Matin;CS-10;Changement de série;39
05/01/2026;08:47;08:56;LC-03 Conditionnement;Matin;RG-20;Micro-arrêts, bourrage;9
05/01/2026;09:16;09:34;LC-03 Conditionnement;Matin;MO-10;Absence non remplacée;18
05/01/2026;09:53;10:07;LC-03 Conditionnement;Matin;LO-20;Saturation aval;14
05/01/2026;10:31;10:51;LC-03 Conditionnement;Matin;MA-30;Défaut automatisme;20
06/01/2026;06:58;07:38;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
06/01/2026;07:59;08:35;LA-01 Assemblage;Matin;MA-30;Défaut automatisme;36
06/01/2026;08:54;09:06;LA-01 Assemblage;Matin;RG-10;Réglage qualité en cours de série;12
06/01/2026;09:28;09:49;LA-01 Assemblage;Matin;AP-20;Composant non conforme;21
06/01/2026;09:58;10:11;LA-01 Assemblage;Matin;LO-10;Attente cariste, évacuation en-cours;13
06/01/2026;13:32;14:12;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
06/01/2026;14:45;15:02;LA-01 Assemblage;Après-midi;CS-20;Attente outillage;17
06/01/2026;15:12;15:36;LA-01 Assemblage;Après-midi;AP-10;Rupture d'approvisionnement;24
06/01/2026;15:57;16:14;LA-01 Assemblage;Après-midi;MO-20;Accompagnement, formation au poste;17
06/01/2026;16:41;17:36;LA-01 Assemblage;Après-midi;MA-10;Panne mécanique;55
06/01/2026;17:58;18:14;LA-01 Assemblage;Après-midi;CS-10;Changement de série;16
06/01/2026;06:54;07:34;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
06/01/2026;07:51;08:18;LU-02 Usinage;Matin;AP-10;Rupture d'approvisionnement;27
06/01/2026;08:26;08:41;LU-02 Usinage;Matin;MO-20;Accompagnement, formation au poste;15
06/01/2026;08:58;09:34;LU-02 Usinage;Matin;MA-10;Panne mécanique;36
06/01/2026;13:28;14:08;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
06/01/2026;14:33;14:59;LU-02 Usinage;Après-midi;MO-10;Absence non remplacée;26
06/01/2026;15:29;15:44;LU-02 Usinage;Après-midi;LO-20;Saturation aval;15
06/01/2026;16:05;16:39;LU-02 Usinage;Après-midi;MA-30;Défaut automatisme;34
06/01/2026;17:04;17:15;LU-02 Usinage;Après-midi;RG-10;Réglage qualité en cours de série;11
06/01/2026;21:34;22:14;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
06/01/2026;22:36;22:51;LU-02 Usinage;Nuit;LO-10;Attente cariste, évacuation en-cours;15
06/01/2026;23:08;23:49;LU-02 Usinage;Nuit;MA-20;Panne électrique ou capteur;41
06/01/2026;00:13;00:32;LU-02 Usinage;Nuit;CS-20;Attente outillage;19
06/01/2026;01:08;01:25;LU-02 Usinage;Nuit;AP-10;Rupture d'approvisionnement;17
06/01/2026;01:59;02:19;LU-02 Usinage;Nuit;MO-20;Accompagnement, formation au poste;20
06/01/2026;06:51;07:31;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
06/01/2026;07:54;08:03;LC-03 Conditionnement;Matin;LO-20;Saturation aval;9
06/01/2026;08:12;08:26;LC-03 Conditionnement;Matin;MA-30;Défaut automatisme;14
07/01/2026;06:37;07:17;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
07/01/2026;07:33;07:55;LA-01 Assemblage;Matin;LO-10;Attente cariste, évacuation en-cours;22
07/01/2026;08:30;08:52;LA-01 Assemblage;Matin;MA-20;Panne électrique ou capteur;22
07/01/2026;09:31;09:56;LA-01 Assemblage;Matin;CS-20;Attente outillage;25
07/01/2026;10:22;10:36;LA-01 Assemblage;Matin;AP-10;Rupture d'approvisionnement;14
07/01/2026;11:13;11:27;LA-01 Assemblage;Matin;MO-20;Accompagnement, formation au poste;14
07/01/2026;13:36;14:16;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
07/01/2026;14:25;15:07;LA-01 Assemblage;Après-midi;MA-10;Panne mécanique;42
07/01/2026;15:32;16:12;LA-01 Assemblage;Après-midi;CS-10;Changement de série;40
07/01/2026;06:34;07:14;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
07/01/2026;07:39;08:11;LU-02 Usinage;Matin;CS-10;Changement de série;32
07/01/2026;08:27;08:36;LU-02 Usinage;Matin;RG-20;Micro-arrêts, bourrage;9
07/01/2026;09:07;09:25;LU-02 Usinage;Matin;MO-10;Absence non remplacée;18
07/01/2026;09:55;10:14;LU-02 Usinage;Matin;LO-20;Saturation aval;19
07/01/2026;13:38;14:18;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
07/01/2026;14:58;15:12;LU-02 Usinage;Après-midi;RG-10;Réglage qualité en cours de série;14
07/01/2026;15:44;15:58;LU-02 Usinage;Après-midi;AP-20;Composant non conforme;14
07/01/2026;16:09;16:31;LU-02 Usinage;Après-midi;LO-10;Attente cariste, évacuation en-cours;22
07/01/2026;16:55;17:23;LU-02 Usinage;Après-midi;MA-20;Panne électrique ou capteur;28
07/01/2026;18:03;18:27;LU-02 Usinage;Après-midi;CS-20;Attente outillage;24
07/01/2026;21:36;22:16;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
07/01/2026;22:40;23:14;LU-02 Usinage;Nuit;AP-10;Rupture d'approvisionnement;34
07/01/2026;23:43;23:58;LU-02 Usinage;Nuit;MO-20;Accompagnement, formation au poste;15
07/01/2026;06:39;07:19;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
07/01/2026;07:41;07:53;LC-03 Conditionnement;Matin;AP-20;Composant non conforme;12
07/01/2026;08:25;08:46;LC-03 Conditionnement;Matin;LO-10;Attente cariste, évacuation en-cours;21
07/01/2026;09:09;09:51;LC-03 Conditionnement;Matin;MA-20;Panne électrique ou capteur;42
08/01/2026;06:40;07:20;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
08/01/2026;07:52;08:37;LA-01 Assemblage;Matin;PL-30;Réunion, formation, audit;45
08/01/2026;09:10;09:23;LA-01 Assemblage;Matin;AP-10;Rupture d'approvisionnement;13
08/01/2026;09:39;09:55;LA-01 Assemblage;Matin;MO-20;Accompagnement, formation au poste;16
08/01/2026;13:41;14:21;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
08/01/2026;14:40;15:11;LA-01 Assemblage;Après-midi;MO-10;Absence non remplacée;31
08/01/2026;15:34;15:43;LA-01 Assemblage;Après-midi;LO-20;Saturation aval;9
08/01/2026;15:51;16:09;LA-01 Assemblage;Après-midi;MA-30;Défaut automatisme;18
08/01/2026;06:28;07:08;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
08/01/2026;07:42;08:27;LU-02 Usinage;Matin;PL-30;Réunion, formation, audit;45
08/01/2026;08:39;08:53;LU-02 Usinage;Matin;LO-20;Saturation aval;14
08/01/2026;09:22;09:38;LU-02 Usinage;Matin;MA-30;Défaut automatisme;16
08/01/2026;09:51;09:58;LU-02 Usinage;Matin;RG-10;Réglage qualité en cours de série;7
08/01/2026;10:36;11:04;LU-02 Usinage;Matin;AP-20;Composant non conforme;28
08/01/2026;11:44;11:58;LU-02 Usinage;Matin;LO-10;Attente cariste, évacuation en-cours;14
08/01/2026;13:53;14:33;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
08/01/2026;15:08;15:45;LU-02 Usinage;Après-midi;MA-20;Panne électrique ou capteur;37
08/01/2026;16:11;16:35;LU-02 Usinage;Après-midi;CS-20;Attente outillage;24
08/01/2026;21:59;22:39;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
08/01/2026;22:51;23:11;LU-02 Usinage;Nuit;CS-10;Changement de série;20
08/01/2026;23:32;23:38;LU-02 Usinage;Nuit;RG-20;Micro-arrêts, bourrage;6
08/01/2026;00:09;00:24;LU-02 Usinage;Nuit;MO-10;Absence non remplacée;15
08/01/2026;07:00;07:40;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
08/01/2026;07:48;08:33;LC-03 Conditionnement;Matin;PL-30;Réunion, formation, audit;45
08/01/2026;09:09;09:31;LC-03 Conditionnement;Matin;CS-20;Attente outillage;22
08/01/2026;10:09;10:29;LC-03 Conditionnement;Matin;AP-10;Rupture d'approvisionnement;20
08/01/2026;10:48;10:59;LC-03 Conditionnement;Matin;MO-20;Accompagnement, formation au poste;11
08/01/2026;11:24;12:07;LC-03 Conditionnement;Matin;MA-10;Panne mécanique;43
09/01/2026;06:43;07:23;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
09/01/2026;07:51;08:22;LA-01 Assemblage;Matin;CS-10;Changement de série;31
09/01/2026;08:48;08:58;LA-01 Assemblage;Matin;RG-20;Micro-arrêts, bourrage;10
09/01/2026;09:24;09:52;LA-01 Assemblage;Matin;MO-10;Absence non remplacée;28
09/01/2026;13:48;14:28;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
09/01/2026;14:48;14:55;LA-01 Assemblage;Après-midi;RG-10;Réglage qualité en cours de série;7
09/01/2026;15:35;15:51;LA-01 Assemblage;Après-midi;AP-20;Composant non conforme;16
09/01/2026;16:12;16:34;LA-01 Assemblage;Après-midi;LO-10;Attente cariste, évacuation en-cours;22
09/01/2026;17:04;17:25;LA-01 Assemblage;Après-midi;MA-20;Panne électrique ou capteur;21
09/01/2026;07:00;07:40;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
09/01/2026;07:56;08:21;LU-02 Usinage;Matin;AP-20;Composant non conforme;25
09/01/2026;08:34;08:44;LU-02 Usinage;Matin;LO-10;Attente cariste, évacuation en-cours;10
09/01/2026;13:49;14:29;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
09/01/2026;14:44;14:58;LU-02 Usinage;Après-midi;MO-20;Accompagnement, formation au poste;14
09/01/2026;15:31;16:02;LU-02 Usinage;Après-midi;MA-10;Panne mécanique;31
09/01/2026;16:21;16:56;LU-02 Usinage;Après-midi;CS-10;Changement de série;35
09/01/2026;21:32;22:12;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
09/01/2026;22:52;23:09;LU-02 Usinage;Nuit;LO-20;Saturation aval;17
09/01/2026;23:41;00:04;LU-02 Usinage;Nuit;MA-30;Défaut automatisme;23
09/01/2026;00:30;00:42;LU-02 Usinage;Nuit;RG-10;Réglage qualité en cours de série;12
09/01/2026;00:50;01:18;LU-02 Usinage;Nuit;AP-20;Composant non conforme;28
09/01/2026;06:59;07:39;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
09/01/2026;07:56;08:24;LC-03 Conditionnement;Matin;MA-10;Panne mécanique;28
09/01/2026;08:33;08:59;LC-03 Conditionnement;Matin;CS-10;Changement de série;26
09/01/2026;09:29;09:39;LC-03 Conditionnement;Matin;RG-20;Micro-arrêts, bourrage;10
09/01/2026;09:56;10:22;LC-03 Conditionnement;Matin;MO-10;Absence non remplacée;26
09/01/2026;10:49;10:59;LC-03 Conditionnement;Matin;LO-20;Saturation aval;10
12/01/2026;06:31;07:11;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
12/01/2026;07:43;08:47;LA-01 Assemblage;Matin;PL-20;Maintenance préventive planifiée;64
12/01/2026;09:03;09:16;LA-01 Assemblage;Matin;LO-20;Saturation aval;13
12/01/2026;09:30;10:00;LA-01 Assemblage;Matin;MA-30;Défaut automatisme;30
12/01/2026;10:40;10:52;LA-01 Assemblage;Matin;RG-10;Réglage qualité en cours de série;12
12/01/2026;11:24;11:53;LA-01 Assemblage;Matin;AP-20;Composant non conforme;29
12/01/2026;13:42;14:22;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
12/01/2026;14:46;15:14;LA-01 Assemblage;Après-midi;MA-20;Panne électrique ou capteur;28
12/01/2026;15:28;15:56;LA-01 Assemblage;Après-midi;CS-20;Attente outillage;28
12/01/2026;16:14;16:36;LA-01 Assemblage;Après-midi;AP-10;Rupture d'approvisionnement;22
12/01/2026;17:06;17:28;LA-01 Assemblage;Après-midi;MO-20;Accompagnement, formation au poste;22
12/01/2026;18:02;18:42;LA-01 Assemblage;Après-midi;MA-10;Panne mécanique;40
12/01/2026;06:43;07:23;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
12/01/2026;07:45;08:50;LU-02 Usinage;Matin;PL-20;Maintenance préventive planifiée;65
12/01/2026;09:17;09:31;LU-02 Usinage;Matin;CS-20;Attente outillage;14
12/01/2026;09:47;10:10;LU-02 Usinage;Matin;AP-10;Rupture d'approvisionnement;23
12/01/2026;10:50;11:13;LU-02 Usinage;Matin;MO-20;Accompagnement, formation au poste;23
12/01/2026;13:44;14:24;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
12/01/2026;14:34;14:45;LU-02 Usinage;Après-midi;RG-20;Micro-arrêts, bourrage;11
12/01/2026;15:20;15:57;LU-02 Usinage;Après-midi;MO-10;Absence non remplacée;37
12/01/2026;16:05;16:18;LU-02 Usinage;Après-midi;LO-20;Saturation aval;13
12/01/2026;16:30;16:45;LU-02 Usinage;Après-midi;MA-30;Défaut automatisme;15
12/01/2026;22:00;22:40;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
12/01/2026;23:19;23:41;LU-02 Usinage;Nuit;AP-20;Composant non conforme;22
12/01/2026;00:15;00:30;LU-02 Usinage;Nuit;LO-10;Attente cariste, évacuation en-cours;15
12/01/2026;01:01;01:47;LU-02 Usinage;Nuit;MA-20;Panne électrique ou capteur;46
12/01/2026;02:15;02:27;LU-02 Usinage;Nuit;CS-20;Attente outillage;12
12/01/2026;02:58;03:28;LU-02 Usinage;Nuit;AP-10;Rupture d'approvisionnement;30
12/01/2026;06:52;07:32;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
12/01/2026;07:52;08:58;LC-03 Conditionnement;Matin;PL-20;Maintenance préventive planifiée;66
12/01/2026;09:08;09:32;LC-03 Conditionnement;Matin;MO-10;Absence non remplacée;24
12/01/2026;09:46;09:54;LC-03 Conditionnement;Matin;LO-20;Saturation aval;8
13/01/2026;06:29;07:09;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
13/01/2026;07:42;07:55;LA-01 Assemblage;Matin;AP-20;Composant non conforme;13
13/01/2026;08:24;08:34;LA-01 Assemblage;Matin;LO-10;Attente cariste, évacuation en-cours;10
13/01/2026;09:12;11:10;LA-01 Assemblage;Matin;MA-20;Panne électrique ou capteur;118
13/01/2026;11:29;11:59;LA-01 Assemblage;Matin;CS-20;Attente outillage;30
13/01/2026;12:08;12:24;LA-01 Assemblage;Matin;AP-10;Rupture d'approvisionnement;16
13/01/2026;13:43;14:23;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
13/01/2026;14:54;15:06;LA-01 Assemblage;Après-midi;MO-20;Accompagnement, formation au poste;12
13/01/2026;15:24;17:21;LA-01 Assemblage;Après-midi;MA-10;Panne mécanique;117
13/01/2026;06:41;07:21;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
13/01/2026;07:31;09:29;LU-02 Usinage;Matin;MA-10;Panne mécanique;118
13/01/2026;10:02;10:29;LU-02 Usinage;Matin;CS-10;Changement de série;27
13/01/2026;10:49;11:02;LU-02 Usinage;Matin;RG-20;Micro-arrêts, bourrage;13
13/01/2026;11:11;11:39;LU-02 Usinage;Matin;MO-10;Absence non remplacée;28
13/01/2026;13:33;14:13;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
13/01/2026;14:43;16:26;LU-02 Usinage;Après-midi;MA-30;Défaut automatisme;103
13/01/2026;17:00;17:10;LU-02 Usinage;Après-midi;RG-10;Réglage qualité en cours de série;10
13/01/2026;17:26;17:37;LU-02 Usinage;Après-midi;AP-20;Composant non conforme;11
13/01/2026;18:04;18:18;LU-02 Usinage;Après-midi;LO-10;Attente cariste, évacuation en-cours;14
13/01/2026;18:27;20:25;LU-02 Usinage;Après-midi;MA-20;Panne électrique ou capteur;118
13/01/2026;21:32;22:12;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
13/01/2026;22:32;22:45;LU-02 Usinage;Nuit;CS-20;Attente outillage;13
13/01/2026;23:18;23:52;LU-02 Usinage;Nuit;AP-10;Rupture d'approvisionnement;34
13/01/2026;06:41;07:21;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
13/01/2026;07:48;08:03;LC-03 Conditionnement;Matin;RG-10;Réglage qualité en cours de série;15
13/01/2026;08:19;08:47;LC-03 Conditionnement;Matin;AP-20;Composant non conforme;28
13/01/2026;09:14;09:35;LC-03 Conditionnement;Matin;LO-10;Attente cariste, évacuation en-cours;21
14/01/2026;06:35;07:15;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
14/01/2026;07:32;07:46;LA-01 Assemblage;Matin;CS-20;Attente outillage;14
14/01/2026;08:25;08:53;LA-01 Assemblage;Matin;AP-10;Rupture d'approvisionnement;28
14/01/2026;13:59;14:39;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
14/01/2026;14:56;15:07;LA-01 Assemblage;Après-midi;RG-20;Micro-arrêts, bourrage;11
14/01/2026;15:40;16:03;LA-01 Assemblage;Après-midi;MO-10;Absence non remplacée;23
14/01/2026;16:18;16:29;LA-01 Assemblage;Après-midi;LO-20;Saturation aval;11
14/01/2026;06:48;07:28;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
14/01/2026;07:40;08:03;LU-02 Usinage;Matin;MO-10;Absence non remplacée;23
14/01/2026;08:18;08:34;LU-02 Usinage;Matin;LO-20;Saturation aval;16
14/01/2026;09:05;09:19;LU-02 Usinage;Matin;MA-30;Défaut automatisme;14
14/01/2026;09:48;10:01;LU-02 Usinage;Matin;RG-10;Réglage qualité en cours de série;13
14/01/2026;10:28;10:41;LU-02 Usinage;Matin;AP-20;Composant non conforme;13
14/01/2026;13:53;14:33;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
14/01/2026;14:47;15:05;LU-02 Usinage;Après-midi;LO-10;Attente cariste, évacuation en-cours;18
14/01/2026;15:13;15:48;LU-02 Usinage;Après-midi;MA-20;Panne électrique ou capteur;35
14/01/2026;21:59;22:39;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
14/01/2026;22:55;23:47;LU-02 Usinage;Nuit;MA-10;Panne mécanique;52
14/01/2026;00:22;00:56;LU-02 Usinage;Nuit;CS-10;Changement de série;34
14/01/2026;01:27;01:39;LU-02 Usinage;Nuit;RG-20;Micro-arrêts, bourrage;12
14/01/2026;06:41;07:21;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
14/01/2026;08:00;08:31;LC-03 Conditionnement;Matin;MA-20;Panne électrique ou capteur;31
14/01/2026;08:42;08:58;LC-03 Conditionnement;Matin;CS-20;Attente outillage;16
14/01/2026;09:26;09:43;LC-03 Conditionnement;Matin;AP-10;Rupture d'approvisionnement;17
14/01/2026;09:59;10:12;LC-03 Conditionnement;Matin;MO-20;Accompagnement, formation au poste;13
15/01/2026;06:55;07:35;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
15/01/2026;08:05;08:40;LA-01 Assemblage;Matin;MA-10;Panne mécanique;35
15/01/2026;09:15;09:39;LA-01 Assemblage;Matin;CS-10;Changement de série;24
15/01/2026;10:19;10:24;LA-01 Assemblage;Matin;RG-20;Micro-arrêts, bourrage;5
15/01/2026;13:32;14:12;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
15/01/2026;14:44;15:08;LA-01 Assemblage;Après-midi;MA-30;Défaut automatisme;24
15/01/2026;15:41;15:52;LA-01 Assemblage;Après-midi;RG-10;Réglage qualité en cours de série;11
15/01/2026;16:32;16:43;LA-01 Assemblage;Après-midi;AP-20;Composant non conforme;11
15/01/2026;17:02;17:11;LA-01 Assemblage;Après-midi;LO-10;Attente cariste, évacuation en-cours;9
15/01/2026;07:00;07:40;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
15/01/2026;08:08;08:15;LU-02 Usinage;Matin;RG-10;Réglage qualité en cours de série;7
15/01/2026;08:40;08:58;LU-02 Usinage;Matin;AP-20;Composant non conforme;18
15/01/2026;13:43;14:23;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
15/01/2026;15:01;15:26;LU-02 Usinage;Après-midi;AP-10;Rupture d'approvisionnement;25
15/01/2026;15:57;16:11;LU-02 Usinage;Après-midi;MO-20;Accompagnement, formation au poste;14
15/01/2026;16:29;16:57;LU-02 Usinage;Après-midi;MA-10;Panne mécanique;28
15/01/2026;21:58;22:38;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
15/01/2026;23:00;23:23;LU-02 Usinage;Nuit;MO-10;Absence non remplacée;23
15/01/2026;23:42;23:58;LU-02 Usinage;Nuit;LO-20;Saturation aval;16
15/01/2026;00:26;00:53;LU-02 Usinage;Nuit;MA-30;Défaut automatisme;27
15/01/2026;01:29;01:36;LU-02 Usinage;Nuit;RG-10;Réglage qualité en cours de série;7
15/01/2026;06:33;07:13;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
15/01/2026;07:39;07:57;LC-03 Conditionnement;Matin;MO-20;Accompagnement, formation au poste;18
15/01/2026;08:19;08:59;LC-03 Conditionnement;Matin;MA-10;Panne mécanique;40
15/01/2026;09:32;09:47;LC-03 Conditionnement;Matin;CS-10;Changement de série;15
15/01/2026;10:00;10:09;LC-03 Conditionnement;Matin;RG-20;Micro-arrêts, bourrage;9
15/01/2026;10:44;11:14;LC-03 Conditionnement;Matin;MO-10;Absence non remplacée;30
16/01/2026;06:34;07:14;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
16/01/2026;07:34;07:49;LA-01 Assemblage;Matin;MO-10;Absence non remplacée;15
16/01/2026;08:01;08:09;LA-01 Assemblage;Matin;LO-20;Saturation aval;8
16/01/2026;08:21;08:48;LA-01 Assemblage;Matin;MA-30;Défaut automatisme;27
16/01/2026;09:27;09:43;LA-01 Assemblage;Matin;RG-10;Réglage qualité en cours de série;16
16/01/2026;13:30;14:10;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
16/01/2026;14:31;14:53;LA-01 Assemblage;Après-midi;LO-10;Attente cariste, évacuation en-cours;22
16/01/2026;15:02;15:25;LA-01 Assemblage;Après-midi;MA-20;Panne électrique ou capteur;23
16/01/2026;15:52;16:16;LA-01 Assemblage;Après-midi;CS-20;Attente outillage;24
16/01/2026;16:24;16:37;LA-01 Assemblage;Après-midi;AP-10;Rupture d'approvisionnement;13
16/01/2026;16:45;17:10;LA-01 Assemblage;Après-midi;MO-20;Accompagnement, formation au poste;25
16/01/2026;06:33;07:13;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
16/01/2026;07:42;08:08;LU-02 Usinage;Matin;MA-20;Panne électrique ou capteur;26
16/01/2026;08:18;08:45;LU-02 Usinage;Matin;CS-20;Attente outillage;27
16/01/2026;08:55;09:27;LU-02 Usinage;Matin;AP-10;Rupture d'approvisionnement;32
16/01/2026;13:28;14:08;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
16/01/2026;14:46;15:16;LU-02 Usinage;Après-midi;CS-10;Changement de série;30
16/01/2026;15:47;15:53;LU-02 Usinage;Après-midi;RG-20;Micro-arrêts, bourrage;6
16/01/2026;16:31;17:04;LU-02 Usinage;Après-midi;MO-10;Absence non remplacée;33
16/01/2026;17:28;17:42;LU-02 Usinage;Après-midi;LO-20;Saturation aval;14
16/01/2026;21:58;22:38;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
16/01/2026;23:10;23:24;LU-02 Usinage;Nuit;RG-10;Réglage qualité en cours de série;14
16/01/2026;23:55;00:12;LU-02 Usinage;Nuit;AP-20;Composant non conforme;17
16/01/2026;00:35;00:49;LU-02 Usinage;Nuit;LO-10;Attente cariste, évacuation en-cours;14
16/01/2026;01:11;01:48;LU-02 Usinage;Nuit;MA-20;Panne électrique ou capteur;37
16/01/2026;02:04;02:35;LU-02 Usinage;Nuit;CS-20;Attente outillage;31
16/01/2026;06:32;07:12;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
16/01/2026;07:42;07:54;LC-03 Conditionnement;Matin;RG-20;Micro-arrêts, bourrage;12
16/01/2026;08:08;08:37;LC-03 Conditionnement;Matin;MO-10;Absence non remplacée;29
19/01/2026;06:33;07:13;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
19/01/2026;07:27;07:43;LA-01 Assemblage;Matin;RG-10;Réglage qualité en cours de série;16
19/01/2026;08:20;08:34;LA-01 Assemblage;Matin;AP-20;Composant non conforme;14
19/01/2026;09:05;09:18;LA-01 Assemblage;Matin;LO-10;Attente cariste, évacuation en-cours;13
19/01/2026;09:26;09:50;LA-01 Assemblage;Matin;MA-20;Panne électrique ou capteur;24
19/01/2026;10:21;10:42;LA-01 Assemblage;Matin;CS-20;Attente outillage;21
19/01/2026;13:43;14:23;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
19/01/2026;14:53;15:26;LA-01 Assemblage;Après-midi;AP-10;Rupture d'approvisionnement;33
19/01/2026;16:06;16:16;LA-01 Assemblage;Après-midi;MO-20;Accompagnement, formation au poste;10
19/01/2026;06:42;07:22;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
19/01/2026;07:46;08:12;LU-02 Usinage;Matin;MO-20;Accompagnement, formation au poste;26
19/01/2026;08:51;09:44;LU-02 Usinage;Matin;MA-10;Panne mécanique;53
19/01/2026;10:01;10:28;LU-02 Usinage;Matin;CS-10;Changement de série;27
19/01/2026;10:39;10:50;LU-02 Usinage;Matin;RG-20;Micro-arrêts, bourrage;11
19/01/2026;13:49;14:29;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
19/01/2026;15:09;15:28;LU-02 Usinage;Après-midi;LO-20;Saturation aval;19
19/01/2026;15:48;16:18;LU-02 Usinage;Après-midi;MA-30;Défaut automatisme;30
19/01/2026;16:53;17:00;LU-02 Usinage;Après-midi;RG-10;Réglage qualité en cours de série;7
19/01/2026;17:17;17:45;LU-02 Usinage;Après-midi;AP-20;Composant non conforme;28
19/01/2026;18:08;18:22;LU-02 Usinage;Après-midi;LO-10;Attente cariste, évacuation en-cours;14
19/01/2026;21:45;22:25;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
19/01/2026;22:37;23:01;LU-02 Usinage;Nuit;MA-20;Panne électrique ou capteur;24
19/01/2026;23:19;23:40;LU-02 Usinage;Nuit;CS-20;Attente outillage;21
19/01/2026;06:50;07:30;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
19/01/2026;08:09;08:25;LC-03 Conditionnement;Matin;MA-30;Défaut automatisme;16
19/01/2026;08:56;09:13;LC-03 Conditionnement;Matin;RG-10;Réglage qualité en cours de série;17
19/01/2026;09:53;10:14;LC-03 Conditionnement;Matin;AP-20;Composant non conforme;21
20/01/2026;06:56;07:36;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
20/01/2026;08:09;09:05;LA-01 Assemblage;Matin;PL-20;Maintenance préventive planifiée;56
20/01/2026;09:17;09:51;LA-01 Assemblage;Matin;MA-20;Panne électrique ou capteur;34
20/01/2026;10:10;10:24;LA-01 Assemblage;Matin;CS-20;Attente outillage;14
